,TotalOccupied,OwnerOccupancyPercentage,TotalOccupiedbyOwner,OccupiedbyOwnerdetached homes,OwnerDetachedpercentage,OccupiedbyOwnerSemiDetached,OccupiedbyOwnerMultiIUnits,OccupiedbyOwnerMobileorBoat,TotalOccupiedbyRenter,OccupiedbyRenter detached homes,OccupiedbyRenterSemiDetached,OccupiedbyRenterMultiIUnits,OccupiedbyRenterMobileorBoat
13152,3415,0.8302,2835,2744,0.967901235,3,45,43,580,190,38,345,7
13153,79,0.8734,69,69,1,0,0,0,10,0,0,10,0
13155,266,0.7368,196,172,0.87755102,2,0,22,70,17,0,38,15
13156,942,0.8471,798,705,0.883458647,0,23,70,144,52,0,44,48
13157,344,0.7384,254,167,0.657480315,0,12,75,90,55,0,25,10
13158,588,0.7228,425,323,0.76,6,3,93,163,36,0,57,70
13159,2121,0.8223,1744,1626,0.93233945,0,18,100,377,108,3,212,54
13160,780,0.7538,588,540,0.918367347,0,8,40,192,95,0,77,20
13162,223,0.8027,179,142,0.793296089,0,0,37,44,44,0,0,0
13163,136,0.9191,125,125,1,0,0,0,11,6,0,5,0
13164,894,0.9295,831,800,0.962695548,0,31,0,63,33,8,22,0
13165,4282,0.7170,3070,2476,0.806514658,22,74,498,1212,295,17,593,307
13166,2286,0.8351,1909,1371,0.718177056,11,5,522,377,65,3,212,97
13167,1099,0.8608,946,713,0.753699789,10,0,223,153,95,0,0,58
13202,2278,0.0553,126,33,0.261904762,43,50,0,2152,55,78,2019,0
13203,6949,0.2690,1869,1393,0.745318352,138,338,0,5080,534,59,4481,6
13204,8207,0.3075,2524,1722,0.682250396,111,686,5,5683,732,278,4673,0
13205,7212,0.4039,2913,2677,0.918983865,31,193,12,4299,858,133,3294,14
13206,7663,0.5332,4086,3602,0.881546745,196,224,64,3577,463,138,2933,43
13207,5270,0.6095,3212,2959,0.921232877,95,150,8,2058,480,88,1485,5
13208,8685,0.4282,3719,3272,0.8798064,45,398,4,4966,801,79,4051,35
13209,5618,0.7033,3951,3408,0.862566439,216,206,121,1667,372,30,1252,13
13210,7699,0.3064,2359,2077,0.880457821,65,165,52,5340,489,89,4753,9
13211,2646,0.6508,1722,1654,0.960511034,10,58,0,924,398,15,483,28
13212,8794,0.7544,6634,6429,0.969098583,77,109,19,2160,500,96,1564,0
13214,3007,0.7160,2153,2130,0.989317232,0,23,0,854,222,0,632,0
13215,5607,0.7935,4449,4379,0.984266127,59,11,0,1158,140,32,971,15
13219,6352,0.8253,5242,5169,0.986074018,64,9,0,1110,194,19,897,0
13224,3599,0.6132,2207,2097,0.950158586,0,77,33,1392,190,20,1182,0
13301,34,1.0000,34,34,1,0,0,0,0,0,0,0,0
13302,573,0.8185,469,332,0.707889126,3,0,134,104,27,2,21,54
13303,468,0.8825,413,370,0.895883777,0,0,43,55,17,0,30,8
13304,700,0.7700,539,467,0.866419295,7,2,63,161,115,0,29,17
13305,99,0.8990,89,89,1,0,0,0,10,10,0,0,0
13308,1402,0.8167,1145,846,0.738864629,0,0,299,257,95,0,23,139
13309,2333,0.7317,1707,1408,0.824838899,17,39,243,626,162,8,364,92
13310,197,0.9239,182,167,0.917582418,0,0,15,15,15,0,0,0
13312,176,0.6875,121,109,0.900826446,0,3,9,55,31,0,24,0
13313,193,0.6891,133,68,0.511278195,0,7,58,60,13,6,22,19
13314,210,0.8333,175,131,0.748571429,0,0,44,35,0,0,13,22
13315,540,0.9611,519,420,0.809248555,0,12,87,21,14,0,0,7
13316,2639,0.7533,1988,1631,0.820422535,28,23,306,651,211,2,401,37
13317,1350,0.7259,980,895,0.913265306,13,23,49,370,60,5,293,12
13318,492,0.8313,409,282,0.689486553,0,4,123,83,66,0,8,9
13319,392,0.4745,186,127,0.682795699,0,13,46,206,70,0,136,0
13320,909,0.7756,705,602,0.853900709,3,27,73,204,113,4,68,19
13321,541,0.4880,264,83,0.314393939,0,19,162,277,11,0,226,40
13322,423,0.7967,337,285,0.845697329,5,21,26,86,36,4,46,0
13323,3950,0.7043,2782,2328,0.836808052,27,22,405,1168,184,33,936,15
13324,938,0.8209,770,536,0.696103896,4,10,220,168,102,0,7,59
13325,395,0.8734,345,290,0.84057971,0,8,47,50,20,0,30,0
13326,2357,0.7123,1679,1412,0.840976772,10,131,126,678,188,45,372,73
13327,781,0.7990,624,574,0.919871795,1,2,47,157,59,0,94,4
13328,525,0.8286,435,372,0.855172414,0,34,29,90,60,5,15,10
13329,1513,0.7323,1108,886,0.799638989,3,91,128,405,147,11,193,54
13331,96,1.0000,96,96,1,0,0,0,0,0,0,0,0
13332,960,0.7917,760,643,0.846052632,0,5,112,200,54,10,94,42
13333,28,1.0000,28,24,0.857142857,0,4,0,0,0,0,0,0
13334,533,0.9325,497,430,0.865191147,0,19,48,36,0,0,0,36
13335,624,0.7324,457,351,0.768052516,0,12,94,167,93,0,54,20
13337,299,0.8696,260,231,0.888461538,0,0,29,39,39,0,0,0
13338,476,0.7962,379,326,0.860158311,8,0,45,97,75,0,15,7
13339,2626,0.8145,2139,1614,0.754558205,31,70,424,487,163,34,221,69
13340,3144,0.7751,2437,1906,0.782109151,73,105,353,707,134,16,450,107
13341,68,1.0000,68,68,1,0,0,0,0,0,0,0,0
13342,76,0.9474,72,65,0.902777778,0,0,7,4,4,0,0,0
13343,712,0.8216,585,470,0.803418803,2,17,96,127,53,0,51,23
13345,122,0.5820,71,56,0.788732394,0,4,11,51,4,0,47,0
13346,1696,0.7134,1210,1073,0.88677686,14,27,96,486,133,8,318,27
13348,514,0.7821,402,328,0.815920398,0,21,53,112,83,0,20,9
13350,4285,0.5239,2245,1989,0.88596882,56,83,117,2040,401,60,1554,25
13352,85,1.0000,85,63,0.741176471,22,0,0,0,0,0,0,0
13353,14,0.7857,11,11,1,0,0,0,3,1,0,0,2
13354,1173,0.9233,1083,860,0.794090489,5,24,194,90,26,0,62,2
13355,280,0.6500,182,123,0.675824176,0,0,59,98,83,0,15,0
13357,4850,0.6285,3048,2573,0.844160105,9,191,275,1802,500,97,1167,38
13360,183,0.8033,147,124,0.843537415,1,1,21,36,19,0,13,4
13361,347,0.8588,298,277,0.929530201,0,0,21,49,25,0,5,19
13362,77,0.7662,59,49,0.830508475,0,10,0,18,0,0,18,0
13363,849,0.8127,690,538,0.779710145,0,0,152,159,53,0,46,60
13364,61,1.0000,61,40,0.655737705,0,15,6,0,0,0,0,0
13365,3753,0.6760,2537,2042,0.804887663,4,211,280,1216,206,33,914,63
13367,3438,0.6856,2357,2059,0.873568095,34,46,218,1081,383,54,553,91
13368,521,0.7198,375,339,0.904,0,0,36,146,55,0,71,20
13402,638,0.8950,571,454,0.795096322,0,31,86,67,21,0,36,10
13403,1661,0.8380,1392,1377,0.989224138,0,15,0,269,51,0,218,0
13404,96,0.7708,74,52,0.702702703,0,4,18,22,7,0,12,3
13406,275,0.8582,236,216,0.915254237,0,9,11,39,9,0,26,4
13407,2180,0.7170,1563,1365,0.873320537,0,72,126,617,207,0,331,79
13408,885,0.7593,672,510,0.758928571,0,20,142,213,11,3,166,33
13409,910,0.8055,733,560,0.763983629,1,3,169,177,107,0,43,27
13410,109,0.6881,75,65,0.866666667,0,8,2,34,12,0,22,0
13411,1367,0.7718,1055,795,0.753554502,5,11,244,312,109,4,166,33
13413,6694,0.7186,4810,4415,0.917879418,123,86,186,1884,192,42,1613,37
13415,22,0.7727,17,14,0.823529412,0,0,3,5,5,0,0,0
13416,890,0.7865,700,599,0.855714286,5,2,94,190,79,6,84,21
13417,1476,0.4289,633,520,0.821484992,10,103,0,843,176,0,667,0
13418,69,0.8406,58,53,0.913793103,0,0,5,11,3,0,0,8
13420,619,0.7722,478,468,0.979079498,0,5,5,141,43,0,98,0
13421,5318,0.6192,3293,3013,0.914971151,44,154,82,2025,370,33,1571,51
13424,867,0.7947,689,661,0.959361393,0,17,11,178,43,0,135,0
13425,943,0.7603,717,571,0.79637378,26,38,82,226,86,2,117,21
13428,611,0.6989,427,353,0.826697892,0,18,56,184,43,6,94,41
13431,744,0.8804,655,543,0.829007634,0,13,99,89,34,2,25,28
13433,748,0.7487,560,447,0.798214286,11,11,91,188,55,0,56,77
13435,89,0.7416,66,64,0.96969697,0,0,2,23,9,0,14,0
13436,33,0.8485,28,28,1,0,0,0,5,5,0,0,0
13437,190,0.9158,174,146,0.83908046,0,0,28,16,6,0,0,10
13438,1569,0.8400,1318,1083,0.821699545,14,24,197,251,113,0,100,38
13439,1557,0.7771,1210,1032,0.852892562,0,10,168,347,106,4,187,50
13440,16917,0.6416,10854,9369,0.86318408,138,837,510,6063,1452,105,4281,225
13450,53,0.7736,41,41,1,0,0,0,12,5,0,0,7
13452,1729,0.7617,1317,1026,0.77904328,45,18,228,412,158,0,188,66
13454,281,0.8897,250,210,0.84,0,0,40,31,9,0,9,13
13456,1638,0.8620,1412,1292,0.915014164,10,10,100,226,32,14,93,87
13459,822,0.6788,558,493,0.883512545,2,10,53,264,73,0,181,10
13460,1677,0.7007,1175,846,0.72,0,23,306,502,53,6,273,170
13461,1342,0.7385,991,970,0.978809284,9,12,0,351,39,21,291,0
13464,433,0.8037,348,239,0.686781609,3,8,98,85,34,0,16,35
13468,152,0.7368,112,97,0.866071429,3,0,12,40,18,0,3,19
13469,389,0.8689,338,277,0.819526627,0,39,22,51,0,0,41,10
13470,307,0.9414,289,224,0.775086505,0,0,65,18,13,0,0,5
13471,1239,0.8152,1010,692,0.685148515,0,9,309,229,73,0,74,82
13472,116,1.0000,116,101,0.870689655,0,0,15,0,0,0,0,0
13473,256,0.9609,246,231,0.93902439,0,0,15,10,9,0,1,0
13475,22,0.6818,15,15,1,0,0,0,7,0,0,7,0
13476,1219,0.6784,827,759,0.917775091,17,25,26,392,84,0,308,0
13477,617,0.8687,536,394,0.735074627,0,0,142,81,25,0,0,56
13478,1088,0.7877,857,751,0.876312719,0,7,99,231,92,0,86,53
13480,1347,0.7045,949,862,0.908324552,12,7,68,398,96,4,269,29
13483,91,0.5165,47,28,0.595744681,0,0,19,44,7,0,19,18
13484,30,1.0000,30,0,0,0,0,30,0,0,0,0,0
13485,410,0.8463,347,198,0.570605187,0,0,149,63,33,0,0,30
13486,262,0.7634,200,187,0.935,0,0,13,62,28,0,34,0
13488,33,0.7273,24,17,0.708333333,0,0,7,9,9,0,0,0
13489,224,0.8616,193,171,0.886010363,2,5,15,31,11,0,17,3
13490,574,0.9495,545,504,0.924770642,0,0,41,29,0,0,29,0
13491,1414,0.7885,1115,900,0.807174888,5,3,207,299,91,0,126,82
13492,4881,0.7943,3877,3757,0.969048233,15,69,36,1004,250,0,740,14
13493,719,0.9040,650,434,0.667692308,3,8,205,69,37,0,8,24
13494,160,0.9625,154,140,0.909090909,0,0,14,6,6,0,0,0
13495,909,0.7613,692,647,0.934971098,0,45,0,217,43,7,167,0
13501,14400,0.4578,6593,4829,0.732443501,81,1643,40,7807,902,135,6718,52
13502,13043,0.6036,7873,6817,0.865870697,116,576,364,5170,1008,189,3904,69
13601,15825,0.4985,7888,6787,0.860420892,122,491,488,7937,1198,500,6055,184
13602,146,0.0000,0,0,0,0,0,0,146,12,79,55,0
13603,3620,0.0052,19,8,0.421052632,11,0,0,3601,430,639,2528,4
13605,1920,0.7052,1354,1100,0.812407681,12,67,175,566,202,39,231,94
13606,1154,0.7314,844,547,0.648104265,0,68,229,310,74,0,67,169
13607,802,0.6683,536,402,0.75,0,25,109,266,113,0,132,21
13608,559,0.7925,443,348,0.785553047,10,1,84,116,44,0,32,40
13612,1057,0.6906,730,556,0.761643836,18,14,142,327,124,24,98,81
13613,928,0.7209,669,568,0.849028401,8,0,93,259,122,5,66,66
13614,143,0.7692,110,68,0.618181818,7,0,35,33,33,0,0,0
13615,439,0.6606,290,246,0.848275862,11,10,23,149,15,0,128,6
13616,887,0.3630,322,174,0.540372671,9,12,127,565,121,175,269,0
13617,3523,0.6418,2261,1812,0.801415303,64,132,253,1262,323,36,865,38
13618,846,0.8286,701,546,0.778887304,2,4,149,145,51,5,77,12
13619,4064,0.6132,2492,2006,0.804975923,61,94,331,1572,389,87,1001,95
13620,792,0.7942,629,562,0.893481717,3,6,58,163,64,0,58,41
13621,245,0.8612,211,163,0.772511848,3,0,45,34,34,0,0,0
13622,1051,0.8344,877,682,0.777651083,5,10,180,174,116,0,55,3
13623,19,1.0000,19,15,0.789473684,0,0,4,0,0,0,0,0
13624,1918,0.6908,1325,1098,0.828679245,27,16,184,593,222,17,338,16
13625,828,0.8225,681,606,0.889867841,12,0,63,147,77,0,62,8
13626,846,0.7884,667,583,0.874062969,0,20,64,179,49,0,123,7
13628,86,0.6512,56,56,1,0,0,0,30,13,0,17,0
13630,454,0.8744,397,306,0.770780856,0,16,75,57,39,0,8,10
13633,110,0.7545,83,71,0.855421687,5,2,5,27,21,0,0,6
13634,1685,0.8006,1349,1129,0.836916234,9,32,179,336,70,0,185,81
13635,362,0.6851,248,224,0.903225806,0,0,24,114,33,4,28,49
13636,111,0.6757,75,65,0.866666667,0,5,5,36,25,0,10,1
13637,1665,0.3195,532,410,0.770676692,19,15,88,1133,54,211,798,70
13638,122,0.6311,77,67,0.87012987,0,0,10,45,22,0,0,23
13639,71,0.8451,60,51,0.85,0,0,9,11,0,0,11,0
13640,146,1.0000,146,119,0.815068493,27,0,0,0,0,0,0,0
13641,33,1.0000,33,5,0.151515152,0,0,28,0,0,0,0,0
13642,3460,0.6699,2318,1968,0.849007765,54,5,291,1142,348,31,579,184
13643,20,1.0000,20,20,1,0,0,0,0,0,0,0,0
13646,1051,0.7716,811,657,0.810110974,19,11,124,240,106,0,84,50
13647,30,0.3000,9,9,1,0,0,0,21,9,0,12,0
13648,815,0.8135,663,525,0.791855204,3,10,125,152,65,2,38,47
13650,582,0.8213,478,428,0.89539749,14,3,33,104,38,3,54,9
13651,95,0.7789,74,71,0.959459459,0,0,3,21,21,0,0,0
13652,711,0.7862,559,420,0.751341682,8,14,117,152,59,2,28,63
13654,850,0.8271,703,596,0.847795164,14,14,79,147,65,10,61,11
13655,1301,0.6864,893,633,0.708846585,41,24,195,408,110,0,270,28
13656,1074,0.8892,955,771,0.807329843,0,0,184,119,47,0,32,40
13658,711,0.8579,610,494,0.809836066,0,38,78,101,30,0,62,9
13659,215,0.8605,185,135,0.72972973,2,0,48,30,16,2,0,12
13660,733,0.7804,572,423,0.73951049,7,14,128,161,66,0,49,46
13661,609,0.8161,497,368,0.740442656,0,9,120,112,87,0,7,18
13662,7405,0.6539,4842,4248,0.87732342,59,164,371,2563,721,34,1723,85
13664,182,0.8187,149,133,0.89261745,0,7,9,33,7,0,26,0
13665,389,0.6067,236,216,0.915254237,0,7,13,153,61,0,67,25
13666,145,0.6414,93,90,0.967741935,0,0,3,52,37,0,15,0
13667,1229,0.6819,838,629,0.750596659,0,36,173,391,126,0,185,80
13668,1367,0.7366,1007,866,0.859980139,5,59,77,360,52,0,230,78
13669,6266,0.7210,4518,3926,0.86896857,72,180,340,1748,464,19,1152,113
13670,187,0.9037,169,127,0.75147929,3,3,36,18,15,0,3,0
13672,338,0.7604,257,207,0.805447471,15,0,35,81,26,0,55,0
13673,860,0.5616,483,359,0.743271222,0,6,118,377,65,8,253,51
13674,58,0.5345,31,31,1,0,0,0,27,0,0,0,27
13675,27,1.0000,27,27,1,0,0,0,0,0,0,0,0
13676,5166,0.5848,3021,2629,0.870241642,18,129,245,2145,360,63,1580,142
13677,63,0.8095,51,51,1,0,0,0,12,12,0,0,0
13678,84,0.1548,13,13,1,0,0,0,71,35,0,36,0
13679,674,0.8086,545,484,0.888073394,0,6,55,129,102,0,7,20
13680,459,0.8410,386,284,0.735751295,27,20,55,73,29,0,28,16
13681,297,0.8586,255,211,0.82745098,0,2,42,42,25,0,9,8
13682,310,0.8935,277,233,0.841155235,2,0,42,33,23,0,4,6
13684,463,0.8704,403,328,0.813895782,2,9,64,60,36,0,8,16
13685,1043,0.5158,538,487,0.905204461,14,10,27,505,135,10,319,41
13687,239,0.7699,184,164,0.891304348,0,0,20,55,32,0,10,13
13690,325,0.8062,262,240,0.916030534,0,0,22,63,20,0,33,10
13691,1157,0.7839,907,735,0.810363837,6,19,147,250,87,5,74,84
13692,48,1.0000,48,48,1,0,0,0,0,0,0,0,0
13693,224,0.8304,186,138,0.741935484,5,0,43,38,21,0,17,0
13694,638,0.7116,454,386,0.850220264,4,0,64,184,84,9,67,24
13695,39,1.0000,39,39,1,0,0,0,0,0,0,0,0
13696,49,1.0000,49,49,1,0,0,0,0,0,0,0,0
13697,858,0.8357,717,587,0.818688982,0,34,96,141,110,0,0,31
13730,1214,0.8138,988,683,0.691295547,3,25,277,226,70,0,116,40
13731,473,0.8689,411,351,0.854014599,8,8,44,62,37,3,19,3
13732,2985,0.8563,2556,2367,0.926056338,0,18,171,429,160,0,242,27
13733,2192,0.7943,1741,1311,0.753015508,12,34,384,451,132,12,288,19
13734,902,0.7838,707,612,0.86562942,0,16,79,195,57,0,50,88
13736,853,0.8781,749,579,0.773030708,0,4,166,104,75,0,12,17
13739,366,0.9262,339,240,0.707964602,0,22,77,27,15,0,6,6
13740,194,0.7629,148,133,0.898648649,0,0,15,46,40,0,4,2
13743,1422,0.8973,1276,900,0.705329154,0,46,330,146,23,0,107,16
13744,548,0.8777,481,397,0.825363825,0,0,84,67,24,0,39,4
13746,888,0.9189,816,578,0.708333333,0,25,213,72,31,0,23,18
13748,1404,0.8989,1262,998,0.790808241,0,80,184,142,70,0,23,49
13750,312,0.7404,231,197,0.852813853,0,0,34,81,40,0,9,32
13751,59,0.7119,42,32,0.761904762,0,0,10,17,17,0,0,0
13752,346,0.8439,292,252,0.863013699,0,8,32,54,48,0,0,6
13753,1695,0.7168,1215,1062,0.874074074,15,60,78,480,153,30,264,33
13754,1490,0.6987,1041,921,0.884726225,3,26,91,449,110,7,289,43
13755,565,0.7327,414,383,0.925120773,0,0,31,151,74,8,30,39
13756,191,0.8534,163,130,0.797546012,0,0,33,28,18,0,0,10
13757,474,0.8523,404,348,0.861386139,0,6,50,70,35,0,20,15
13760,18995,0.6508,12362,11389,0.921291053,280,500,193,6633,947,187,5302,197
13774,77,0.7143,55,55,1,0,0,0,22,6,0,0,16
13775,716,0.8492,608,552,0.907894737,0,6,50,108,20,0,77,11
13776,232,0.7629,177,173,0.97740113,2,0,2,55,17,0,27,11
13777,264,0.7803,206,140,0.67961165,0,0,66,58,9,0,14,35
13778,2307,0.7742,1786,1398,0.782754759,14,19,355,521,119,5,332,65
13780,453,0.8764,397,323,0.813602015,0,0,74,56,18,0,9,29
13782,268,0.8172,219,174,0.794520548,0,0,45,49,24,0,25,0
13783,984,0.7632,751,674,0.89747004,0,0,77,233,76,11,122,24
13784,66,0.6818,45,21,0.466666667,0,0,24,21,0,0,11,10
13786,220,0.6864,151,132,0.874172185,0,0,19,69,25,0,21,23
13787,1198,0.7688,921,699,0.758957655,0,4,218,277,85,0,61,131
13788,420,0.7571,318,261,0.820754717,0,16,41,102,22,6,65,9
13790,7824,0.5672,4438,4000,0.901306895,81,330,27,3386,504,126,2734,22
13794,29,0.6552,19,7,0.368421053,0,8,4,10,0,0,0,10
13795,1475,0.7532,1111,963,0.866786679,13,0,135,364,58,0,306,0
13796,517,0.8453,437,374,0.85583524,4,7,52,80,34,0,37,9
13797,770,0.8740,673,454,0.674591382,0,13,206,97,25,0,21,51
13801,483,0.8737,422,284,0.672985782,3,6,129,61,21,0,7,33
13802,257,0.6848,176,146,0.829545455,14,0,16,81,65,0,16,0
13803,1480,0.8041,1190,914,0.768067227,8,8,260,290,68,0,168,54
13804,206,0.8398,173,151,0.87283237,0,8,14,33,7,0,26,0
13806,98,0.6837,67,51,0.76119403,0,11,5,31,10,11,10,0
13807,502,0.8227,413,355,0.859564165,0,36,22,89,36,0,45,8
13808,669,0.8206,549,479,0.872495446,0,12,58,120,48,0,38,34
13809,668,0.7036,470,352,0.74893617,0,0,118,198,24,0,61,113
13810,530,0.8396,445,350,0.786516854,0,3,92,85,29,3,33,20
13811,1826,0.8023,1465,1151,0.785665529,5,18,291,361,133,0,191,37
13812,857,0.7993,685,583,0.851094891,2,9,91,172,93,0,37,42
13813,317,0.8170,259,210,0.810810811,0,0,49,58,11,0,47,0
13815,5398,0.6612,3569,2781,0.779209863,58,150,580,1829,285,39,1336,169
13820,7694,0.6269,4823,3830,0.794111549,137,332,524,2871,473,65,2048,285
13825,1455,0.7814,1137,861,0.757255937,0,10,266,318,87,16,124,91
13827,4945,0.7367,3643,3109,0.853417513,0,76,458,1302,299,0,816,187
13830,1910,0.8628,1648,1316,0.798543689,17,17,298,262,58,10,130,64
13832,237,0.8692,206,128,0.621359223,0,6,72,31,13,0,0,18
13833,1747,0.8517,1488,1034,0.694892473,0,8,446,259,79,0,65,115
13834,47,1.0000,47,12,0.255319149,0,0,35,0,0,0,0,0
13835,576,0.7483,431,307,0.712296984,0,0,124,145,34,0,40,71
13838,2086,0.6256,1305,1148,0.879693487,59,79,19,781,118,0,663,0
13839,473,0.9598,454,381,0.839207048,0,0,73,19,19,0,0,0
13841,257,0.7354,189,126,0.666666667,0,0,63,68,22,0,8,38
13842,186,0.9624,179,153,0.854748603,0,0,26,7,6,1,0,0
13843,795,0.9044,719,571,0.794158554,3,8,137,76,20,0,9,47
13844,305,0.8164,249,192,0.771084337,0,0,57,56,21,0,0,35
13845,60,0.3000,18,18,1,0,0,0,42,0,0,42,0
13846,121,0.8760,106,100,0.943396226,6,0,0,15,15,0,0,0
13847,11,0.3636,4,4,1,0,0,0,7,0,0,0,7
13849,1683,0.8128,1368,952,0.695906433,0,11,405,315,109,0,76,130
13850,8955,0.8046,7205,6721,0.932824427,119,156,209,1750,346,33,1361,10
13856,2851,0.6426,1832,1536,0.838427948,27,49,220,1019,220,27,683,89
13859,108,0.6759,73,42,0.575342466,0,25,6,35,24,0,11,0
13860,9,0.0000,0,0,0,0,0,0,9,0,0,0,9
13861,118,0.8475,100,100,1,0,0,0,18,18,0,0,0
13862,1691,0.7859,1329,980,0.737396539,5,23,321,362,86,0,165,111
13863,252,0.8611,217,153,0.705069124,0,0,64,35,5,2,4,24
13864,484,0.7541,365,240,0.657534247,0,0,125,119,17,9,76,17
13865,2441,0.8271,2019,1779,0.881129272,3,31,206,422,204,6,119,93
13901,8070,0.6072,4900,4342,0.886122449,74,361,123,3170,579,85,2426,80
13903,7927,0.6607,5237,4777,0.912163452,48,350,62,2690,410,81,2189,10
13904,3821,0.7168,2739,2411,0.880248266,40,158,130,1082,332,16,680,54
13905,11105,0.4900,5441,4284,0.787355266,240,899,18,5664,879,197,4544,44
14001,3911,0.7980,3121,2467,0.790451778,50,96,508,790,242,76,457,15
14004,4042,0.7991,3230,2868,0.887925697,0,139,223,812,238,48,508,18
14005,760,0.7987,607,574,0.945634267,0,1,32,153,58,0,85,10
14006,4007,0.8213,3291,3005,0.913096323,17,36,233,716,281,0,435,0
14008,472,0.8496,401,390,0.972568579,11,0,0,71,16,0,24,31
14009,2412,0.7620,1838,1470,0.799782372,4,38,326,574,141,26,333,74
14011,2525,0.7438,1878,1741,0.927050053,60,60,17,647,195,8,432,12
14012,902,0.8215,741,683,0.921727395,0,11,47,161,72,3,53,33
14013,736,0.8696,640,513,0.8015625,2,14,111,96,59,0,24,13
14020,9700,0.6273,6085,5119,0.841248973,56,276,634,3615,786,104,2690,35
14024,649,0.9137,593,500,0.84317032,6,9,78,56,40,0,16,0
14025,1279,0.8186,1047,960,0.916905444,25,62,0,232,47,11,174,0
14026,338,0.6568,222,205,0.923423423,0,17,0,116,22,0,94,0
14028,535,0.8636,462,429,0.928571429,26,7,0,73,55,0,18,0
14030,623,0.8652,539,527,0.977736549,6,6,0,84,69,0,15,0
14031,3757,0.7820,2938,2394,0.814840027,23,100,421,819,178,31,439,171
14032,2710,0.8742,2369,2267,0.956943858,52,50,0,341,90,43,208,0
14033,858,0.8613,739,729,0.9864682,0,10,0,119,58,0,30,31
14034,822,0.8759,720,631,0.876388889,0,35,54,102,38,0,64,0
14035,50,1.0000,50,50,1,0,0,0,0,0,0,0,0
14036,2092,0.8193,1714,1569,0.915402567,78,32,35,378,211,10,146,11
14037,330,0.9121,301,282,0.936877076,0,11,8,29,17,0,12,0
14039,42,0.6429,27,27,1,0,0,0,15,0,0,15,0
14040,854,0.9063,774,750,0.968992248,0,24,0,80,21,0,59,0
14041,103,0.7184,74,70,0.945945946,0,4,0,29,6,0,23,0
14042,1636,0.7121,1165,720,0.618025751,39,29,377,471,108,0,200,163
14043,10698,0.6930,7414,6510,0.878068519,281,540,83,3284,386,93,2800,5
14047,2555,0.8450,2159,1926,0.892079667,160,8,65,396,90,7,249,50
14048,6447,0.6405,4129,3623,0.877452168,54,338,114,2318,596,127,1571,24
14051,7459,0.9087,6778,6131,0.904544113,475,172,0,681,213,38,430,0
14052,6627,0.8127,5386,4901,0.909951727,137,208,140,1241,343,97,790,11
14054,530,0.8075,428,414,0.96728972,3,9,2,102,47,17,30,8
14055,563,0.9272,522,467,0.894636015,6,0,49,41,5,0,0,36
14057,3164,0.8913,2820,2790,0.989361702,16,7,7,344,152,0,192,0
14058,787,0.8399,661,612,0.925869894,0,13,36,126,55,10,36,25
14059,3936,0.9253,3642,3401,0.933827567,112,111,18,294,194,14,86,0
14060,234,0.9017,211,191,0.90521327,0,0,20,23,18,0,0,5
14061,132,0.7121,94,90,0.957446809,0,4,0,38,19,0,19,0
14062,1339,0.8409,1126,934,0.829484902,7,38,147,213,97,0,62,54
14063,5343,0.6874,3673,3226,0.878301116,113,172,162,1670,366,17,1222,65
14065,745,0.8497,633,480,0.758293839,0,5,148,112,58,0,11,43
14066,473,0.8689,411,353,0.858880779,0,1,57,62,38,0,16,8
14067,1965,0.7949,1562,1476,0.944942382,0,77,9,403,133,46,189,35
14068,2748,0.7354,2021,1742,0.86194953,74,205,0,727,19,10,698,0
14069,362,0.7735,280,280,1,0,0,0,82,0,0,82,0
14070,1966,0.6963,1369,1230,0.898466034,6,31,102,597,195,13,376,13
14072,7946,0.7940,6309,6040,0.957362498,213,37,19,1637,451,67,1119,0
14075,17873,0.7488,13384,11453,0.855723252,519,531,881,4489,753,269,3354,113
14080,1751,0.8846,1549,1403,0.905745642,11,39,96,202,50,0,152,0
14081,1244,0.7709,959,839,0.874869656,6,0,114,285,201,0,72,12
14082,150,0.8800,132,132,1,0,0,0,18,4,0,14,0
14085,2547,0.9709,2473,2417,0.977355439,0,56,0,74,59,0,15,0
14086,12150,0.8319,10108,9192,0.90937871,364,523,29,2042,337,94,1611,0
14091,409,0.8949,366,315,0.860655738,0,0,51,43,38,0,0,5
14092,4980,0.8199,4083,3800,0.930688219,131,124,28,897,244,31,619,3
14094,20596,0.7141,14708,12770,0.868234974,236,317,1385,5888,1068,161,4485,174
14098,1119,0.8677,971,878,0.904222451,0,21,72,148,50,0,80,18
14101,731,0.8659,633,554,0.875197472,0,16,63,98,49,0,8,41
14102,534,0.8670,463,450,0.971922246,13,0,0,71,29,0,42,0
14103,4111,0.6699,2754,2280,0.82788671,69,112,293,1357,425,39,858,35
14105,1683,0.7831,1318,1265,0.959787557,15,22,16,365,111,8,217,29
14108,2139,0.8481,1814,1605,0.884785006,12,22,175,325,106,0,164,55
14111,1217,0.7913,963,925,0.960539979,9,24,5,254,142,2,88,22
14113,259,0.8494,220,204,0.927272727,0,6,10,39,10,0,29,0
14120,18976,0.7111,13494,12681,0.939751,169,615,29,5482,789,45,4620,28
14125,1437,0.7432,1068,1002,0.938202247,6,32,28,369,118,0,187,64
14126,376,0.6729,253,208,0.822134387,0,27,18,123,52,0,71,0
14127,11910,0.7935,9450,8376,0.886349206,517,557,0,2460,222,160,2078,0
14129,606,0.7739,469,417,0.8891258,4,20,28,137,62,12,63,0
